y_1990_91, y_2005_06, y_1998_99, y_1989_90, y_2000_01, state, y_1991_92, lga_name, y_1995_96, y_2002_03, y_1985_86, y_1997_98, y_1986_87, y_1996_97, state_code, y_1987_88, y_1994_95, y_1982_83, y_1980_81, y_1988_89, y_2003_04, y_2001_02, lga_code, y_1993_94, y_1992_93, y_1981_82, y_1984_85, y_1983_84, y_1999_00, y_2004_05, objectid
36280.6937945069,42430.881641862,43877.3070081181,36630.6591151613,42815.0461798604,"QLD                                                                                                                                                                                                                                                            ",35383.2228056418,"Bungil (S)                                        ",35859.8992498075,39214.9799967446,37626.4570075118,40717.5476740387,35605.5140964031,37170.708415967,"3                                                                                                                                                                                                                                                              ",35862.5314987057,35486.8281011606,38238.5512934794,39483.6033607254,38090.2848145176,41806.8997157115,41689.844676982,31850,36140.5942757844,34962.2550083983,39890.8916536896,39250.2355374234,39122.3594559344,43889.1620975543,42739.9929672709,258
35637.3423197604,45906.9875119609,40887.6705282929,39853.3140319017,38935.2724764312,"QLD                                                                                                                                                                                                                                                            ",33917.6316372686,"Burdekin (S)                                      ",39882.6152400615,39780.1516787992,37374.7679388507,40688.355511883,38738.8820230888,38355.4008630593,"3                                                                                                                                                                                                                                                              ",37361.8971484256,41920.2931199936,39739.3694493467,51079.4830469352,38895.0480691786,41296.6929042507,39026.9890312594,31900,40352.1347688423,36907.328832027,42681.0114534933,38182.9502172867,38337.640136086,39449.4554556465,43821.054009658,259
32068.9532548827,42715.0105552484,39050.8034725656,35191.4082730225,40848.848073082,"NSW                                                                                                                                                                                                                                                            ",31925.6993736954,"Cabonne (A)                                       ",34550.6585307368,41473.6153716136,33953.6748418141,37347.2127057618,34265.4007774219,35314.722562526,"1                                                                                                                                                                                                                                                              ",37299.6979380499,34745.149035678,36051.1477332646,38461.6017023212,37945.0040491451,42672.4166928347,42296.2755084556,11400,35343.4206763969,32940.2370555025,39881.103781144,34561.1456981477,35138.8701084034,39247.7700159118,43471.0106528685,26
null,40774.4062411178,41285.9887692853,null,39174.2292837553,"QLD                                                                                                                                                                                                                                                            ",null,"Burke (S)                                         ",37896.9014783687,41384.0415821806,null,37805.1807857892,null,38855.995994382,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,40802.2886088769,43646.3829185567,31950,null,null,null,null,null,41625.0127619473,45896.2115659928,260
31574.1724973859,42776.1779710061,36864.2289818641,32798.9471094426,36379.525299597,"QLD                                                                                                                                                                                                                                                            ",31753.4927002771,"Burnett (S)                                       ",34196.6676013318,37308.2586531808,34151.8538148438,35834.7481873809,33593.5003894664,34074.8148523989,"3                                                                                                                                                                                                                                                              ",33037.8781154725,35473.7558573342,36347.7951118827,39035.7863287677,33708.0824778935,39735.3097240156,36713.9909528736,31980,35451.5741053801,33417.9273589407,38167.5480063657,35380.4741137133,35435.4493465423,36743.7154173887,40243.9746559874,261
33416.6299290896,40745.0837580486,38583.5282226348,33612.3272230348,37834.3740046905,"QLD                                                                                                                                                                                                                                                            ",34050.913572554,"Caboolture (S)                                    ",34764.8245774578,38649.1700032676,35312.7093820681,36991.6681417945,34125.1706012177,35466.8075630187,"3                                                                                                                                                                                                                                                              ",34258.4480474052,35735.3967094102,36141.1199903713,36496.4019734092,34587.0696504722,39851.4573633261,37908.5470935109,32000,36214.7394475921,35071.8573159401,36683.1231636621,36322.6220501303,35713.0452591084,38760.8848972449,40086.5399123031,262
null,44599.0267137629,41483.5697904594,null,40682.2473511179,"QLD                                                                                                                                                                                                                                                            ",null,"Cairns (C)                                        ",38449.4837249625,41140.816041391,null,40303.5751894302,null,38948.0272504006,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,43127.5866438755,40713.6469820393,32060,null,null,null,null,null,41375.3978080729,43783.0110366001,263
39078.2802899084,54729.1359648795,47451.0863046197,38574.829363084,46352.7155551516,"QLD                                                                                                                                                                                                                                                            ",39538.0772809732,"Calliope (S)                                      ",42283.1774409176,49104.8866856,41942.5002421137,45729.9320637264,41039.500084006,44848.1079294591,"3                                                                                                                                                                                                                                                              ",39439.108408745,42487.719221101,42391.0092382877,42564.6551865051,39163.2923526173,52347.9426584037,46840.5861411037,32100,42967.5500726283,40983.8157181368,43900.6898661791,44264.1691566545,44082.3394181067,46092.0371058965,51337.9192859127,264
31470.5246565646,43311.7496256084,37924.3404735327,32285.3394878563,37708.0630726842,"QLD                                                                                                                                                                                                                                                            ",32129.8703536642,"Caloundra (C)                                     ",33373.2845741932,39515.6034078832,32571.7098610391,35978.7723219648,31895.0809627132,33848.5951186337,"3                                                                                                                                                                                                                                                              ",32059.1994345181,34546.6361605674,34532.7192514815,35866.4952627248,33426.7310855578,41726.8672623862,38522.1828632774,32130,34890.8601847277,33446.3495805646,35167.829440285,33432.9409827026,33283.2991230148,37981.885516218,42199.9719526226,265
31337.2555182413,42036.6440447258,37948.9012947866,32627.0993477195,37564.2851884335,"QLD                                                                                                                                                                                                                                                            ",32278.0656417822,"Cambooya (S)                                      ",34053.9841198935,38562.3516643574,31996.6065169736,36212.9566647728,31598.4189109366,35674.5093453703,"3                                                                                                                                                                                                                                                              ",31763.8334962404,32439.7378174032,33692.2033657632,34906.2689177082,33330.4313434682,41288.0304080834,37984.4938075515,32150,33024.2148152021,33396.9775817365,35198.8618935594,32335.3470862891,32408.6514663452,38435.1583127494,41485.2225970684,266
37647.4911630685,42582.9034992899,37859.2913605784,37654.2593641683,36507.459123212,"QLD                                                                                                                                                                                                                                                            ",35922.0787383337,"Cardwell (S)                                      ",36488.9981289964,37718.9788277536,35689.6327761269,36761.3505714721,34855.012313521,36747.7469118836,"3                                                                                                                                                                                                                                                              ",34511.9750489531,37857.163428608,36902.9349249622,41122.1376850568,37385.892034858,38682.1415412284,36457.827340858,32200,36005.1131019366,35273.4428873033,38673.467069236,37213.2783378753,36267.9580291168,36815.0686176422,40354.3000019215,267
null,47198.1678442357,45076.7619380614,null,43480.787549234,"QLD                                                                                                                                                                                                                                                            ",null,"Carpentaria (S)                                   ",37168.4302974954,44105.6336461826,null,38778.2029712356,null,38011.4107405328,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,44725.7538056177,44176.6711079572,32250,null,null,null,null,null,42906.4098416819,47136.9884678187,268
37595.6613630966,47710.1571636079,45285.9335699612,37435.7725,44600.1958996829,"QLD                                                                                                                                                                                                                                                            ",38444.5919597714,"Charters Towers (C)                               ",40274.0165314243,45100.0646705906,37048.6301161588,44204.249760365,36425.9562423925,42567.1531808966,"3                                                                                                                                                                                                                                                              ",36525.9449275362,41039.224991146,38440.0061285969,39529.5407167635,37277.9300567108,45470.7057056769,44071.4881940489,32300,40769.441698928,39786.3476008805,38799.5852155508,38170.5446081724,38932.0459018918,44971.8067890086,46698.9398552068,269
41515.1495705303,49976.1430433798,48613.1936646325,42315.5743329095,48009.5758734398,"NSW                                                                                                                                                                                                                                                            ",41926.2319882591,"Camden (A)                                        ",43022.5502632004,48507.2746105033,42188.1676746138,46725.7392132042,41949.4233279974,44078.8721557712,"1                                                                                                                                                                                                                                                              ",41975.9185821087,43746.9400355132,43189.5172111746,46018.279172654,43425.7757135985,50070.2154038242,48452.2221065852,11450,43445.8773968279,42490.345264581,44804.6587094509,42312.6676629432,41828.4475603577,49190.0803492428,50191.5937548212,27
null,35377.2569180256,34649.9266709507,null,33556.6876043475,"QLD                                                                                                                                                                                                                                                            ",null,"Cherbourg (S)                                     ",31649.8046316698,34727.2423936413,null,32212.4609945141,null,31188.6532133554,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,36095.4518743997,35028.3517546766,32330,null,null,null,null,null,33674.939224411,36967.2662772321,270
30076.504518576,44176.7756231938,34991.6478973931,32759.3417974214,34245.7184830431,"QLD                                                                                                                                                                                                                                                            ",29333.1772480575,"Chinchilla (S)                                    ",31950.9147970132,35781.8821806751,32716.566122844,33613.7139195637,31527.1054478551,32392.9930681048,"3                                                                                                                                                                                                                                                              ",31364.0249058239,31946.4979105942,34391.7752825414,37739.2180366802,33650.4586536791,38009.0371415426,34591.1607336342,32350,32106.3354442807,30727.8382483053,36463.4900065784,34419.7662058297,35098.0301851416,35803.0173518157,40016.9584702809,271
27577.3995447579,36541.1122033902,32108.1642842996,28662.2855158582,33615.9870860259,"QLD                                                                                                                                                                                                                                                            ",27205.5986638929,"Clifton (S)                                       ",32230.3845285917,34114.5011961797,28584.1857149963,31587.0791646094,28010.1141263204,31253.005247301,"3                                                                                                                                                                                                                                                              ",28173.4657410775,30140.4547637576,32936.55387893,34580.6714907702,30017.0599466506,36636.487777959,34639.0649549489,32400,30348.1083819466,29803.2074179307,34567.3459744669,29666.1505399886,29618.3768643889,33211.9348785027,37225.2688172393,272
39123.5099604995,53621.3484567646,49409.337191225,40276.9097336017,50813.0104983534,"QLD                                                                                                                                                                                                                                                            ",39189.245165254,"Cloncurry (S)                                     ",42839.9130198857,49722.6354306683,42090.6505496047,47368.9333502558,40700.107036544,45805.8891233658,"3                                                                                                                                                                                                                                                              ",41147.0016820073,43429.6436329459,43667.5876581595,42864.843028206,40570.3122652082,52448.4620776671,49808.2618024528,32450,43849.4586879073,41909.4382870422,42696.3564943121,42289.731857408,44662.580634661,50300.246396901,54056.0435478841,273
null,41547.6101712561,39726.4859229478,null,40725.9611980002,"QLD                                                                                                                                                                                                                                                            ",null,"Cook (S)                                          ",34156.1513570229,39854.2604925195,null,36843.9913893864,null,36116.3615066289,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,41059.5654137527,39316.217969507,32500,null,null,null,null,null,40302.7136119335,41253.7095416377,274
30824.5529363623,38990.9494296975,36591.0911053246,31075.6639461196,36669.3073306102,"QLD                                                                                                                                                                                                                                                            ",31172.8374803375,"Cooloola (S)                                      ",32575.3561070031,36968.8259461343,32627.4959891833,34309.1677848189,32205.0831572719,33299.4885159342,"3                                                                                                                                                                                                                                                              ",31421.3265527109,33536.7875840795,34976.3077500152,36089.9967952059,31537.4075577193,38582.0949506028,35924.7617537654,32530,34532.7127638787,32952.2334190983,35857.8071074688,33901.7280738693,34081.3841315582,36596.9123790623,38909.1981498121,275
31852.6861101863,42391.2865543403,38675.2357692052,32520.2089559084,38548.1148945644,"QLD                                                                                                                                                                                                                                                            ",31861.8006226972,"Crow's Nest (S)                                   ",34663.4414602004,39152.1538223281,34125.4032667249,36950.4694273494,33155.0871530163,36190.6413052592,"3                                                                                                                                                                                                                                                              ",31878.9908075576,34067.7120919436,35545.0906983082,36655.539410536,32868.9423174827,42134.3318132215,38649.0501155099,32550,34654.4450613509,33698.3742146729,37475.982081126,35068.3307461307,34776.7764371519,38559.7463912485,41934.2785098611,276
33047.5765851342,40431.4501462905,37305.6407514634,36007.60375,38145.4849158313,"QLD                                                                                                                                                                                                                                                            ",32808.3604355145,"Croydon (S)                                       ",34156.1513570229,37757.9681151896,36480.4392410478,35109.5931721119,36291.3657634897,35200.9259380891,"3                                                                                                                                                                                                                                                              ",37806.609706421,35350.5341452642,36827.2328021384,40718.3256348343,37705.0094517959,40117.0148686471,37223.1669991772,32600,35788.8364295424,34326.2514306289,38468.4457303713,36825.2456838079,36619.8953099383,37918.7256738242,41371.7654578372,277
33513.5751602945,44592.0092477046,38867.7295117467,34200.20375,38715.399889024,"QLD                                                                                                                                                                                                                                                            ",33104.8723533727,"Dalby (T)                                         ",35599.2210500946,39057.5897941476,36601.8064594697,36984.9229626203,34283.6704743967,36602.6630034398,"3                                                                                                                                                                                                                                                              ",33937.4269591943,34903.6601900086,37312.6166281437,38253.0495365868,34842.7059141237,40025.2652868364,38457.9575487924,32650,34740.5344793655,34199.2609094163,39204.2936873317,37278.4936875118,36982.7694422907,39428.2341341148,43421.2535622816,278
36839.5024933752,47191.3918149502,44600.2038387295,36867.462783664,43964.5626491882,"QLD                                                                                                                                                                                                                                                            ",37588.0151062303,"Dalrymple (S)                                     ",39237.217689985,43931.1803169276,36767.9135611106,43383.724372803,36609.3911314581,41267.2694433956,"3                                                                                                                                                                                                                                                              ",36259.0444784143,40013.2675826466,37615.3843769508,38919.7459527908,36680.8264381699,45069.1275745157,43518.1012297798,32700,39902.765503179,38660.0152284756,38404.5057746843,38179.7553626909,36883.1903615413,44329.1562418289,46271.7433106619,279
39533.3481491156,44006.6736854706,44522.6483118272,39834.9159795918,43441.3505482645,"NSW                                                                                                                                                                                                                                                            ",39847.659236202,"Campbelltown (C)                                  ",40428.8363609146,43136.7530646068,41255.2669877431,43060.5808417648,40188.6265385613,41148.2503789497,"1                                                                                                                                                                                                                                                              ",40245.4578083383,41118.6555254979,42434.7115701033,42627.6674585979,40408.1084087977,44004.120556491,42787.349035615,11500,41494.921693284,40674.4224125388,43184.8155103537,42127.8373906789,41396.7193340154,44590.6112618812,44333.3573313678,28
null,42839.0618716823,43241.3211181163,null,41988.6855529209,"QLD                                                                                                                                                                                                                                                            ",null,"Dauan (IC)                                        ",38854.1466945258,42069.9114684736,null,42020.037006237,null,40553.8526082959,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,42980.2006500001,42078.815801169,32740,null,null,null,null,null,43797.8227922325,42569.8633690745,280
42838.2751830888,48094.7718716434,49410.7678279436,38115.6085944622,49608.736346404,"QLD                                                                                                                                                                                                                                                            ",41052.6477999863,"Diamantina (S)                                    ",44944.7109088409,45725.6080547575,34045.9461849704,47652.2294795391,33629.6201191051,45214.6959144616,"3                                                                                                                                                                                                                                                              ",36799.3527517626,43942.6213973582,34990.3738729924,37102.5684020816,39692.5105185752,47570.9347283537,47476.2242164158,32750,42614.1801232868,42261.2913082157,37487.1820020363,35920.8573393701,36404.8303262269,48884.3514147288,49077.287906485,281
null,40774.4062411178,41285.9887692853,null,39174.2292837553,"QLD                                                                                                                                                                                                                                                            ",null,"Doomadgee (S)                                     ",37896.9014783687,41384.0415821806,null,37805.1807857892,null,38855.995994382,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,40802.2886088769,43646.3829185567,32770,null,null,null,null,null,41625.0127619473,45896.2115659928,282
null,39204.2951403776,37198.9331701153,null,36382.5084312684,"QLD                                                                                                                                                                                                                                                            ",null,"Douglas (S)                                       ",34847.6271814264,36303.5831886485,null,35318.3203466616,null,34908.7630860767,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,37716.7873110438,35581.3609704676,32800,null,null,null,null,null,37190.598654695,38895.545681605,283
null,66474.6531585342,62640.1976096773,null,60980.5619084805,"QLD                                                                                                                                                                                                                                                            ",null,"Duaringa (S)                                      ",59457.4425114652,62105.0618477357,null,63129.9894415435,null,60970.6764188937,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,62941.8899456868,63838.8978328575,32850,null,null,null,null,null,62436.3010855685,65198.8562234603,284
31221.4528219802,41063.6611916356,37909.2535156098,34283.3670000212,37659.9212820405,"QLD                                                                                                                                                                                                                                                            ",32258.6841710941,"Eacham (S)                                        ",33530.1542153602,37309.1251499398,35149.5336446896,35986.0077801129,34913.0243182858,34193.4377647686,"3                                                                                                                                                                                                                                                              ",34797.8951018327,35220.3596977215,35149.6449071046,40188.3092249465,35068.304960291,38966.6056941693,37830.4502388443,32900,35812.1475388547,34043.6721332901,38958.2200799802,35576.5051179149,35812.6999760441,37026.1944402642,39930.7703996678,285
31206.575635241,36882.3171243769,32104.8198915203,32242.2915012419,37083.333271502,"QLD                                                                                                                                                                                                                                                            ",27895.9496620834,"Eidsvold (S)                                      ",28034.5064056928,33771.3670000992,33711.7181824186,30133.2558520613,33502.9015860691,30831.0405204855,"3                                                                                                                                                                                                                                                              ",32551.4441446499,30392.0555311677,39033.4546937998,41697.2557924981,32848.994328189,36061.0605099946,35671.6613768495,32950,31394.6397825102,30319.8869665513,41374.556605969,34142.4398101473,35417.0136693859,37330.5462969453,39103.8322750771,286
42463.9953919806,58139.4031615884,50672.3084726022,41031.3544966465,49598.9562419368,"QLD                                                                                                                                                                                                                                                            ",44984.4851398724,"Emerald (S)                                       ",48772.62122919,50320.9959072464,43847.438217016,49692.8228019546,42509.7207747636,48896.0353552548,"3                                                                                                                                                                                                                                                              ",40712.3762513513,49942.9070761707,44578.4699820311,43991.5346105176,40701.4663631237,52470.7909349682,50351.8312983507,33000,49477.9196467266,47460.0458086701,46348.2195178627,44632.6954186073,44045.333234395,50161.0770358837,55007.0790087533,287
null,42839.0618716823,43241.3211181163,null,41988.6855529209,"QLD                                                                                                                                                                                                                                                            ",null,"Erub (IC)                                         ",38854.1466945258,42069.9114684737,null,42020.037006237,null,40553.8526082959,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,42980.2006500001,42078.815801169,33030,null,null,null,null,null,43797.8227922325,42569.8633690745,288
31782.5291404812,41471.0717876422,38666.97017295,33745.272004095,38070.9096465149,"QLD                                                                                                                                                                                                                                                            ",32880.935563035,"Esk (S)                                           ",34781.2730686934,38685.1654926489,36081.3521338549,37101.2403577048,34809.0466916525,35272.4615534856,"3                                                                                                                                                                                                                                                              ",34509.0393499557,35038.4008211271,38870.0102214349,38502.5686876392,34394.4608032088,40504.925153834,38942.9526774989,33050,35876.6700720116,33869.5968799577,39218.2687337746,37482.3875987386,38188.4834627583,38401.1851659477,40800.8479579475,289
43493.4315696498,64538.5273132727,55337.8263305815,44004.6439434715,61000.1770369853,"NSW                                                                                                                                                                                                                                                            ",43595.7898546597,"Canada Bay (A)                                    ",47721.2219693814,60144.3383879538,42222.9906909405,52722.7390515851,42147.633772031,49868.4666443601,"1                                                                                                                                                                                                                                                              ",43174.0671602214,47423.9383418506,42245.697237803,41804.3746636327,44292.5615195527,62135.5612069116,60129.6362338584,11520,46639.079608266,44844.9558723738,42611.7124932238,42635.6615188972,41793.5818485737,58765.836522714,63658.1735637307,29
33047.5765851342,40431.4501462905,37305.6407514634,36007.60375,38145.4849158313,"QLD                                                                                                                                                                                                                                                            ",32808.3604355145,"Etheridge (S)                                     ",34156.1513570229,37757.9681151896,36480.4392410478,35109.5931721119,36291.3657634897,35200.9259380891,"3                                                                                                                                                                                                                                                              ",37806.609706421,35350.5341452642,36827.2328021384,40718.3256348343,37705.0094517959,40117.0148686471,37223.1669991772,33100,35788.8364295424,34326.2514306289,38468.4457303713,36825.2456838079,36619.8953099383,37918.7256738243,41371.7654578372,290
35323.0516983408,49916.9117411257,42169.5046639085,35839.3873892829,42475.5750827582,"QLD                                                                                                                                                                                                                                                            ",36507.5952723138,"Fitzroy (S)                                       ",36775.2570802001,42219.4744982726,39699.0999397065,40254.3907396341,38142.7036588965,38304.2641632408,"3                                                                                                                                                                                                                                                              ",37215.3129733591,37812.3218155462,38646.3533808853,40877.8673892798,37187.8388671814,44544.8919757071,42648.2296145988,33150,38255.4042692941,37617.0207329407,40738.5084077404,41048.0765124929,40826.5227873955,41634.3526557927,46631.8251603035,291
40689.4699289583,45686.4282525796,45262.6483175735,42164.5110679559,48538.8263358408,"QLD                                                                                                                                                                                                                                                            ",39234.5564744352,"Flinders (S)                                      ",41548.4230035261,47488.4618449479,42803.0917972654,43592.7304014643,43679.9772594963,41660.7578048092,"3                                                                                                                                                                                                                                                              ",42487.3049118379,42816.1905892033,42914.7697219766,41337.8102104467,41112.0731835796,43850.3021788648,46999.9233422118,33200,42262.8553679627,40100.0634049972,41043.6251854545,44816.0001115044,42943.3462873699,46059.8477093254,46069.5910688997,292
31103.4907787225,40216.276542104,36720.282763719,33701.2086719548,36920.876900012,"QLD                                                                                                                                                                                                                                                            ",31432.7805058819,"Gatton (S)                                        ",33844.5526897632,37729.2021968027,33435.6975846595,35158.2183671736,33209.1613091759,33681.1213003525,"3                                                                                                                                                                                                                                                              ",32337.5367000476,33230.8469160863,34903.5307921682,35646.066335056,32815.4770832611,39261.7636545109,37312.3848019957,33250,33858.7490765776,32792.4831976452,37604.7159726202,33774.3958177159,34146.4778588562,37130.8535199729,39703.4251874418,293
32006.1085662024,39427.8819060009,35350.1606846552,33109.821747229,37678.5925375108,"QLD                                                                                                                                                                                                                                                            ",30887.951995288,"Gayndah (S)                                       ",32315.5396795261,36228.0751908786,34453.2607929742,33007.178828326,33155.6614763857,31334.5949675956,"3                                                                                                                                                                                                                                                              ",33778.3401028319,33068.103952014,34616.8042238871,41559.3009280876,34916.1939480916,37543.3504922753,36907.0826496394,33300,34028.631406545,32885.1690295069,41251.857351784,35433.9353498296,35598.4623007179,36734.7347869594,38172.0988103805,294
39766.2336737117,55087.0557194151,48016.9752639532,40008.09,46728.4913034728,"QLD                                                                                                                                                                                                                                                            ",40287.6503217931,"Gladstone (C)                                     ",42853.2643700741,49439.6589440943,43957.2983071048,46262.9842467288,42861.8576676541,45510.228976571,"3                                                                                                                                                                                                                                                              ",41166.1264780884,42786.0781366763,46010.1465889742,46135.0012284932,40630.0675128274,52685.7193515741,47132.4643934351,33350,43662.5081605866,41667.2103334093,47600.8160599248,45583.7070224184,45911.735412509,46606.9240083704,51611.5157124716,295
34951.1052155002,45300.2473712407,40094.7776563503,36416.9743807185,41006.5039695615,"QLD                                                                                                                                                                                                                                                            ",34817.2020331341,"Gold Coast (C)                                    ",36195.6968116318,41813.4065383927,35442.6188641297,38307.8894218736,35156.0451773606,36571.4056880324,"3                                                                                                                                                                                                                                                              ",36709.5913283823,36779.8965623548,36076.6166453723,37294.8202070991,38670.820643247,44094.9331980321,40528.5556666473,33460,37023.3714263882,35689.7369252502,37546.1160836663,35750.8316488427,35350.2729125477,40704.0665894789,45065.1651987156,296
35002.0113987176,45304.3398619061,40375.7730058212,36064.085,40223.4699487978,"QLD                                                                                                                                                                                                                                                            ",34802.6855113987,"Goondiwindi (T)                                   ",35878.3651732304,40387.0646060596,38017.4596200519,40107.2356894928,34311.2189682561,39642.569025651,"3                                                                                                                                                                                                                                                              ",35363.7704715298,36110.0419055258,37115.8043297408,36987.1911422012,38367.4183094788,41003.1603383824,40736.1723638743,33600,37016.2354398517,36042.5915086192,38981.1771722312,37760.6311184668,37828.3050656959,40515.4273749416,43999.9520427803,297
null,42839.0618716823,43241.3211181163,null,41988.6855529209,"QLD                                                                                                                                                                                                                                                            ",null,"Hammond (IC)                                      ",38854.1466945258,42069.9114684736,null,42020.037006237,null,40553.8526082959,"3                                                                                                                                                                                                                                                              ",null,null,null,null,null,42980.2006500001,42078.815801169,33650,null,null,null,null,null,43797.8227922325,42569.8633690745,298
31865.7183566849,37881.8491299136,36760.9771267455,33985.575,37066.1821939404,"QLD                                                                                                                                                                                                                                                            ",32368.2349865058,"Herberton (S)                                     ",33191.1233943988,36908.521442858,34791.3785960279,35550.3371947458,34748.3892931027,34454.1659747647,"3                                                                                                                                                                                                                                                              ",34573.9161827029,34836.5709409768,35137.362164358,37334.5115259475,35716.0396975425,37599.5385544386,37363.9484519959,33700,34020.9110207868,32860.9417930646,36698.7146265922,34364.3892216864,34348.8675425013,37325.3242712184,38128.5577090756,299
38618.1939142145,52554.5073945027,47861.105974655,38884.7167986032,50056.721772031,"NSW                                                                                                                                                                                                                                                            ",39020.1496746036,"Ashfield (A)                                      ",41463.4045942565,50175.4663541448,39133.5398004455,45175.4969875883,38612.1273430697,42964.9052419233,"1                                                                                                                                                                                                                                                              ",38721.7033287842,41417.5280430904,39820.5698973824,39141.3734151769,39059.3331812363,51668.3740636994,49939.6030050537,10150,41279.4437368375,39740.0776925014,40195.6008726313,39673.6434842298,39021.1520443618,48641.1449153614,52392.4216228207,3
